[2026-02-02 14:08:20] Loading .env file: C:\laragon\www\neo-faraid/.env
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
[2026-02-02 14:08:21] TelegramAPI initialized: Token: 8039580931...
